province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Oviedo,6252,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Kumeny,6253,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Avranches,6254,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Elmira,6255,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Saint-Malo,6256,France,FRA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by France (FRA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FRA,OWNED,high
Nalut,6257,Tripoli,TRI,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Tripoli (TRI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",TRI,OWNED,high
Mscislau,6258,Lithuania,LIT,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Lithuania (LIT) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",LIT,OWNED,high
Novi Pazar,6259,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Slobozia,6260,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Vigan,6261,Philippines,PHI,"East Asia 1763 (Qing empire + tributaries): province held by Philippines (PHI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",PHI,OWNED,high
Piatra Neamt,6262,Moldavia,MOL,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Moldavia (MOL) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",MOL,OWNED,high
Manisa,6263,Akhisar,AKH,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Akhisar (AKH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",AKH,OWNED,high
Fonsagrada,6264,Spain,SPA,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Spain (SPA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SPA,OWNED,high
Segu,6265,Bamana,BMN,"West Africa 1763 (Asante/Oyo/Dahomey + Sahelian states): province held by Bamana (BMN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",BMN,OWNED,high
Ranchi,6266,Ramgarh,RMH,"South Asia 1763 (post-Mughal successors + EIC): province held by Ramgarh (RMH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",RMH,OWNED,high
Savaştepe,6267,Akhisar,AKH,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Akhisar (AKH) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",AKH,OWNED,high
Ban Phonsai,6268,Luang Prabang,LPR,"Mainland SE Asia 1763 (Burma/Siam/Vietnam/Khmer): province held by Luang Prabang (LPR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",LPR,OWNED,high
Albany,6269,Great Britain (mod: USA — deferred),GBR,"HISTORICALLY GBR: in Feb 1763 the Thirteen Colonies are British (Treaty of Paris). The mod keeps them under USA as the load-bearing anchor of the AI-autonomous US sectional-crisis->Civil War arc (task #93, se_USA_SECTION.txt). FLAG-DEFERRED: correct owner GBR, left as USA by design. See global_province_audit.md 2026-07-20. Src: Calloway, The Scratch of a Pen (2006); Anderson, Crucible of War (2000).",USA,OWNED,high (owner GBR); FLAG-DEFERRED
Batavia,6270,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Sinawin,6271,Tripoli,TRI,"N. Africa / Maghreb 1763 (Ottoman regencies + Morocco): province held by Tripoli (TRI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",TRI,OWNED,high
Tavda,6272,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Yokkaichi,6273,Tsu,TSU,"Japan 1763 (Tokugawa bakuhan domains): province held by Tsu (TSU) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TSU,OWNED,high
Sjenica,6274,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Youyixiang,6275,Heilongjiang,HLJ,"East Asia 1763 (Qing empire + tributaries): province held by Heilongjiang (HLJ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",HLJ,OWNED,high
Ban Tôngli,6276,Vientiane,VIN,"Mainland SE Asia 1763 (Burma/Siam/Vietnam/Khmer): province held by Vientiane (VIN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",VIN,OWNED,high
Teplitza,6277,Transylvania,TRS,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Transylvania (TRS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",TRS,OWNED,high
Niagan,6278,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Altai,6279,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Rashad,6280,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Dhenkanal,6281,Nagpur,NAG,"South Asia 1763 (post-Mughal successors + EIC): province held by Nagpur (NAG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",NAG,OWNED,high
Wasau,6282,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV6283,6283,Kentung,KTG,"Mainland SE Asia 1763 (Burma/Siam/Vietnam/Khmer): province held by Kentung (KTG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",KTG,OWNED,high
Nullarbor,6284,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV6285,6285,Burma,BUR,"Mainland SE Asia 1763 (Burma/Siam/Vietnam/Khmer): province held by Burma (BUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",BUR,OWNED,high
Bandar Lampung,6286,Dutch East Indies,DEI,"Maritime SE Asia 1763 (sultanates + VOC): province held by Dutch East Indies (DEI) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/oceania_sea_maghreb_1763.md]",DEI,OWNED,high
Watsa,6287,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Alapayevsk,6288,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Maizuru,6289,Miyazu,MYZ,"Japan 1763 (Tokugawa bakuhan domains): province held by Miyazu (MYZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MYZ,OWNED,high
Keitele,6290,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Dukwi,6291,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Libenge,6292,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Krasnoturynsk,6293,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Al-Mijlad,6294,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Bellary,6295,East India Company,EIC,"South Asia 1763 (post-Mughal successors + EIC): province held by East India Company (EIC) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",EIC,OWNED,high
Owatonna,6296,Dakota,DAK,"North America 1763 (post-Paris colonies + Native nations): province held by Dakota (DAK) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/north_america_1763.md]",DAK,OWNED,high
Madura,6297,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Imphal,6298,Manipur,MNP,"South Asia 1763 (post-Mughal successors + EIC): province held by Manipur (MNP) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MNP,OWNED,high
La Reducción,6299,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Pälkäne,6300,Finland,FIN,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Finland (FIN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FIN,OWNED,high
Sysslebäck,6301,Sweden,SWE,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Sweden (SWE) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",SWE,OWNED,high
al-Mukalla,6302,Kathiri,KTR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Kathiri (KTR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",KTR,OWNED,high
Heinola,6303,Finland,FIN,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Finland (FIN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FIN,OWNED,high
Alexevskoye,6304,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
Salla,6305,Finland,FIN,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Finland (FIN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FIN,OWNED,high
Oldenburg,6306,Oldenburg,OLD,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Oldenburg (OLD) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",OLD,OWNED,high
Bjørnstad,6307,Norway,NOR,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Norway (NOR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",NOR,OWNED,high
Waddeneilanden,6308,Netherlands,NED,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Netherlands (NED) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",NED,OWNED,high
Elazig,6309,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Keuruu,6310,Finland,FIN,"Scandinavia 1763 (Sweden/Denmark-Norway): province held by Finland (FIN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",FIN,OWNED,high
